Grade,Unit,Chapter,ChapterName,Spanish Chapter Name,ChapterDescription,ChapterDescriptionStident,ChapterDescriptionStidentSpanish
7,3,1,Photosynthesis,La Fotosíntesis,"Students take a pre-assessment, followed by a Green Ninja video, and are then introduced to the unit challenge: How can we reduce the carbon footprint of the food we eat? Students investigate why we eat, where our food comes from, and make mind maps to show where plants get the materials and energy they need. They evaluate an old scientific investigation by van Helmont. Using manipulatives, they build models of the photosynthesis reaction. Afterwards, students investigate photosynthesis further by measuring a plant's carbon dioxide levels.","In this unit, our challenge is to reduce the carbon footprint of the food we eat. To help meet this challenge, we'll dive into the intriguing world of food, its sources, and its environmental impact. Our journey starts with a Green Ninja video that introduces the challenge. We'll then look into why we eat and where our food comes from, discovering the detailed processes that plants employ for growth. To better grasp these concepts, we'll create mind maps, helping us understand the food chain and the crucial biological process of photosynthesis. This knowledge will be instrumental when we're later tasked with making more environmentally friendly food choices for the unit challenge.","En esta unidad, nuestro desafío es reducir la huella de carbono de los alimentos que comemos. Para ayudar a cumplir con este desafío, nos sumergiremos en el intrigante mundo de los alimentos, sus fuentes y su impacto ambiental. Nuestro viaje comienza con un video de Green Ninja que presenta el desafío. Luego exploraremos por qué comemos y de dónde provienen nuestros alimentos, descubriendo los procesos detallados que las plantas utilizan para crecer. Para comprender mejor estos conceptos, crearemos mapas mentales que nos ayudarán a entender la cadena alimentaria y el crucial proceso biológico de la fotosíntesis. Este conocimiento será fundamental cuando más adelante se nos encargue tomar decisiones alimentarias más respetuosas con el medio ambiente para el desafío de la unidad."
7,3,2,Investigating Chemical Reactions,Investigando Reacciones Químicas,"Students conduct investigations to determine if a chemical reaction has occurred. They explore the absorption or release of energy, resulting in temperature changes. Using the information they have gathered, they begin an engineering design challenge constructing a device that either releases or absorbs thermal energy through chemical reactions. Students suggest practical applications, and, after defining the design criteria, they build their device. They evaluate designs and identify the characteristics that will optimize their design solutions. Final iterations of their designs are completed and written reports are turned in. Unit Concept Checkpoint #1 provides a quick check on understanding.","This chapter turns us into curious scientists and innovative engineers, as we learn about chemical reactions and their energy impacts. These are critical insights as we think about the energy used to produce our food for the unit challenge. Our experiments will provide the evidence needed to understand chemical reactions. We'll then undertake an engineering design challenge to construct a thermal energy-related device. We'll brainstorm, select materials, and refine our designs. Finally, we'll write up our experiences and results, providing insights that may inspire future food-related innovations.","Este capítulo nos convierte en científicos curiosos e ingenieros innovadores, ya que aprendemos sobre las reacciones químicas y su impacto energético. Estos son conocimientos críticos mientras pensamos en la energía utilizada para producir nuestros alimentos para el desafío de la unidad. Nuestros experimentos proporcionarán la evidencia necesaria para comprender las reacciones químicas. Luego, realizaremos un desafío de diseño de ingeniería para construir un dispositivo relacionado con la energía térmica. Realizaremos una lluvia de ideas, seleccionaremos materiales y perfeccionaremos nuestros diseños. Finalmente, escribiremos nuestras experiencias y resultados, brindando ideas que pueden inspirar futuras innovaciones relacionadas con los alimentos."
7,3,3,Chemical Reactions and Energy for Life,,"To summarize photosynthesis, students build photosynthesis cubes. They begin a food journal in preparation for the culminating activity, use flowcharts as a tool for visualizing the path of food through the body, and then design models of cellular respiration. To investigate the production of carbon dioxide during cellular respiration, students measure the amount of carbon dioxide produced by yeast. Students compare and contrast photosynthesis and cellular respiration using a Venn diagram. Finally, they construct storyboards to depict the cellular respiration process. ","By the end of this chapter, we'll gain a deeper understanding of photosynthesis and cellular respiration, crucial processes in the food we consume. Starting with cubes that summarize our knowledge about photosynthesis, we'll then start a food journal, tracing how our bodies break down and absorb nutrients. We'll also delve into cellular respiration, creating models that demonstrate how cells utilize oxygen and produce carbon dioxide. Through hands-on experiences, we'll get a closer look at how living organisms process food to release energy. This will provide a foundation for understanding the energy flow in our food choices for the unit challenge.","Al final de este capítulo, ganaremos una comprensión más profunda de la fotosíntesis y la respiración celular, procesos cruciales en los alimentos que consumimos. Comenzando con cubos que resumen nuestro conocimiento sobre la fotosíntesis, comenzaremos un diario de alimentos, rastreando cómo nuestros cuerpos descomponen y absorben nutrientes. También profundizaremos en la respiración celular, creando modelos que demuestren cómo las células utilizan el oxígeno y producen dióxido de carbono. A través de experiencias prácticas, tendremos una visión más cercana de cómo los organismos vivos procesan los alimentos para liberar energía. Esto proporcionará una base para comprender el flujo de energía en nuestras elecciones alimentarias para el desafío de la unidad."
7,3,4,Food,Alimentación,"Students reflect on previous lessons, then visit the MyPlate website, which helps them categorize food groups into a table. Afterwards, they complete the Analyzing Food Choices Project. Students explore the amount of energy required to produce food and conduct research on different stages of the food life cycle to compare GHG emissions. They produce carbon foodprint pamphlets and share them through a jigsaw activity. Lastly, students discover historical as well as current sustainable food production practices in Hawaii. This chapter contains Unit Concept Checkpoint #2.","In this chapter, we reflect on our learning so far, discussing the key takeaways. Next, we study different food groups and categorize foods into a table. This gives us a clearer understanding of what makes a balanced meal, which will be useful for the unit challenge. We'll then consider the environmental impact of our food, especially greenhouse gas (GHG) emissions, which can significantly affect our planet. To communicate our findings, we'll create carbon 'foodprint' pamphlets, an educational and engaging way to share information about the environmental impact of our food choices.","En este capítulo, reflexionaremos sobre nuestro aprendizaje hasta ahora, discutiendo las principales conclusiones. A continuación, estudiaremos diferentes grupos de alimentos y categorizaremos los alimentos en una tabla. Esto nos dará una comprensión más clara de lo que hace una comida equilibrada, lo que será útil para el desafío de la unidad. Luego, consideraremos el impacto ambiental de nuestros alimentos, especialmente las emisiones de gases de efecto invernadero (GEI), que pueden afectar significativamente a nuestro planeta. Para comunicar nuestros hallazgos, crearemos folletos de ""huella alimentaria"" de carbono, una forma educativa y atractiva de compartir información sobre el impacto ambiental de nuestras elecciones alimentarias."
7,3,5,Reducing Our Carbon â€œFoodprintâ€,"Reduciendo Nuestra ""Huella Alimentaria"" de Carbono","Students work on the unit challenge by planning nutritionally-balanced menus with low carbon footprints. They write reports to explain their menu choices and then share their recipes in a gallery walk. The final assessment checks for understanding of the core ideas of photosynthesis, respiration, and chemical reactions.","It's time for the unit challenge! With ample time to research and plan, we'll create a nutritionally balanced menu with a low carbon footprint. This will be a chance to experiment with recipes at home and to gauge your family&rsquo;s responses to your choices. Once the menus are decided, you will create a report explaining your decisions. We'll also get to look at other students' recipes, perhaps even trying some of them at home. Then we&rsquo;ll put this together to create a classroom cookbook of low carbon footprint recipes that we can share with our families!  ","¡Es hora del desafío de la unidad! Con tiempo suficiente para investigar y planificar, crearemos un menú nutricionalmente equilibrado con una huella de carbono baja. Esta será una oportunidad para experimentar con recetas en casa y evaluar las respuestas de nuestra familia a nuestras elecciones. Una vez que se decidan los menús, crearemos un informe explicando nuestras decisiones. También podremos ver las recetas de otros estudiantes, ¡incluso probando algunas de ellas en casa! ¡Luego reuniremos todo esto para hacer un libro de cocina de la clase de recetas de baja huella de carbono que podremos compartir con nuestras familias!"
7,4,1,Can Our Soil Feed Everyone?,¿Puede nuestro Suelo Alimentar a Todos?,Students take a pre-assessment and are introduced to the phenomenon of soil depletion. The unit challenge is introduced: to identify practical and sustainable ways to help protect our soil. Students prepare mini worm farms to be monitored over the next few weeks. Authentic data is studied showing factors driving soil loss. The data focuses on the world&rsquo;s population increase and how farming practices reflect increased food demand.,"Most people don&rsquo;t think about soil too much, but it&rsquo;s an incredibly important topic for the world! First, we&rsquo;ll examine the concept of soil depletion and start thinking about our unit challenge to develop ways to protect our soil. You will love preparing and monitoring mini worm farms. These little wriggly creatures will become your partners in transforming household waste into something wonderful. It's like having your very own ecosystem at school! And since we all love&mdash;and need&mdash;food, we&rsquo;ll see how vital, and sometimes how challenging, it is for farmers to produce enough food to meet the demands of a rising world population.","La mayoría de las personas no piensan demasiado en el suelo, ¡pero es un tema increíblemente importante para el mundo! Primero, examinaremos el concepto de agotamiento del suelo y comenzaremos a pensar en nuestro desafío de unidad para desarrollar formas de proteger nuestro suelo. Te encantará preparar y monitorear mini granjas de lombrices. Estas pequeñas criaturas ondulantes se convertirán en tus socios para transformar los desechos domésticos en algo maravilloso. ¡Es como tener tu propio ecosistema en la escuela! Y como todos amamos, y necesitamos, la comida, veremos lo vital y, a veces, lo desafiante que es para los agricultores producir suficiente alimento para satisfacer las demandas de una población mundial en aumento."
7,4,2,Soil: The Good and Not-So-Good,El Suelo: Lo Bueno y lo No Tan Bueno,"Students learn of the importance of organic material in soil. They analyze and compare soil samples from various locations, and research factors affecting soil quality to compile a list. Afterwards, they design and set up experiments to determine how these various factors affect plant growth for ongoing monitoring.","In this chapter, you get the chance to get your hands dirty by exploring how soils affect plant growth. First, you'll become soil detectives, analyzing and comparing soil samples from different places. Then, it's time to put on your scientist hats and research factors that supercharge soil for plants. You'll create a list of these factors and their importance, and then you'll be challenged to design experiments to uncover how these factors affect plant growth. In your own mini-gardens, you'll nurture and observe plants, measuring their height, counting leaves, and recording their progress over time. Finally, you'll have answers to the mysteries of how soil quality can assist plants to thrive.","En este capítulo, tendrás la oportunidad de ensuciarte las manos explorando cómo los suelos afectan el crecimiento de las plantas. Primero, te convertirás en un detective del suelo, analizando y comparando muestras de suelo de diferentes lugares. Luego, es hora de ponerse el sombrero de científico e investigar los factores que impulsan el suelo para las plantas. Crearás una lista de estos factores y su importancia, y luego te desafiarás a diseñar experimentos para descubrir cómo estos factores afectan el crecimiento de las plantas. En tus propios mini jardines, nutrirás y observarás plantas, midiendo su altura, contando hojas y registrando su progreso con el tiempo. Finalmente, tendrás respuestas a los misterios de cómo la calidad del suelo puede ayudar a las plantas a prosperar."
7,4,3,Energy and Matter in Ecosystems,Energía y Materia en los Ecosistemas,"Students begin an exploration of the living and non-living components of ecosystems. They develop models to describe the movement of matter and energy, and investigate what takes place during decomposition. They then complete Unit Concept Checkpoint #1. Students model a decomposition chemical reaction using manipulatives, perform an experiment to illustrate the law of conservation of matter, and create a model to prove that matter is conserved during a chemical reaction. Following this, they make revisions to their original models if necessary.","In this chapter, we&rsquo;ll study ecosystems and the fascinating processes that sustain them. You'll start by uncovering the secrets of living and non-living components in these ecosystems, and you'll build models to show how matter and energy flow through ecosystems. You&rsquo;ll also investigate the magical process of decomposition, which includes hands-on action as you create a model that simulates a decomposition chemical reaction. Decomposition is a critical part of how soil is created, so understanding how it works helps us better understand how to care for our soil.","En este capítulo, estudiaremos los ecosistemas y los fascinantes procesos que los sostienen. Comenzarás descubriendo los secretos de los componentes vivos y no vivos en estos ecosistemas, y construirás modelos para mostrar cómo la materia y la energía fluyen a través de los ecosistemas. También investigarás el proceso mágico de la descomposición, que incluye acción práctica mientras creas un modelo que simula una reacción química de descomposición. La descomposición es una parte crítica de cómo se crea el suelo, por lo que comprender cómo funciona nos ayuda a cuidar mejor nuestro suelo."
7,4,4,Maintaining Healthy Ecosystems,Manteniendo Ecosistemas Saludables,"Students analyze the soil in their worm farms and then research ecosystem services. They then share their findings in a jigsaw activity. The concept of biodiversity in ecosystems is introduced leading to an activity that models ecosystem disruptions and allows students to consider the importance of biodiversity in maintaining ecosystem services. Students perform a final analysis of the Bad Soil Investigation and share their findings with the class. A soil body of knowledge helps to organize information, and also prepares students for the culminating activity. The chapter concludes with Unit Concept Checkpoint #2.","By the end of this chapter, we aim to develop a &lsquo;soil body of knowledge,&rsquo; where we describe everything we&rsquo;ve learned about soil to help us prepare for the unit challenges - to restore a soil ecosystem. To get there, you&rsquo;ll have the chance to check in on your worm farms, analyze data from your soil investigation, and explore how different ecosystems provide different services. Then we&rsquo;ll share all our discoveries, and as a class, we'll build a soil body of knowledge to organize all the information we&rsquo;ve gathered.","Al final de este capítulo, nuestro objetivo es desarrollar un ""cuerpo de conocimiento del suelo"", donde describamos todo lo que hemos aprendido sobre el suelo para ayudarnos a prepararnos para los desafíos de la unidad: restaurar un ecosistema del suelo. Para llegar allí, tendrás la oportunidad de revisar tus granjas de lombrices, analizar datos de tu investigación de suelo y explorar cómo diferentes ecosistemas proporcionan diferentes servicios. Luego compartiremos todos nuestros descubrimientos, y como clase, construiremos un cuerpo de conocimiento del suelo para organizar toda la información que hemos reunido."
7,4,5,Restoring Healthy Ecosystems,Restaurando Ecosistemas Saludables,"Students are now ready to begin the culminating activity focused on restoring damaged soil ecosystems. They research the problems specific to their soil ecosystem. Teams meet to establish criteria and constraints for their designs, to develop and evaluate solutions, and to create posters to communicate their designs. While sharing their solutions, students receive evaluations from peers. Writing soil haikus gives students time to reflect on the role of science in decision-making. The unit concludes with an assessment and a celebration of the unit through sharing soil haikus with the class.","For the final chapter, it&rsquo;s time to put your knowledge and creativity to the test to help restore a soil ecosystem. Begin by researching the specific challenges facing your soil ecosystem. As teams, come together to set criteria and constraints for your designs, brainstorm and evaluate solutions, and create effective posters to communicate your innovative designs. A final showcase will exhibit all the skills and knowledge gained through the unit and allow you to share and receive valuable evaluations. We&rsquo;ve learned about the importance of soil in our world, and now we&rsquo;ve designed some solutions to protect soil for future generations.","Para el capítulo final, es hora de poner a prueba tus conocimientos y creatividad para ayudar a restaurar un ecosistema del suelo. Comienza investigando los desafíos específicos que enfrenta tu ecosistema del suelo. Como equipos, unámonos para establecer criterios y restricciones para tus diseños, intercambiar ideas y evaluar soluciones y crear carteles efectivos para comunicar tus diseños innovadores. Una exhibición final exhibirá todas las habilidades y conocimientos adquiridos a través de la unidad y te permitirá compartir y recibir evaluaciones valiosas. Hemos aprendido sobre la importancia del suelo en nuestro mundo, y ahora hemos diseñado algunas soluciones para proteger el suelo para las generaciones futuras."
7,5,1,Water: Life and Danger,Agua: Vida y Peligro,"Students take a pre-assessment, then watch a video about Hurricane Katrina and receive the unit challenge: To create solutions to mitigate and adapt to flooding. A jigsaw activity allows students to share their analyses of data sets showing factors of flooding&mdash;precipitation, storm surge, and rise in sea level. Students then create graphic organizers to summarize patterns, common factors, damages caused, and other potential similarities among the phenomena.","Welcome to a new unit where you'll work on the challenge of creating solutions to mitigate and adapt to flooding. We'll start with a video about Hurricane Katrina, and you'll dive into datasets that reveal the factors contributing to flooding&mdash;precipitation, storm surge, and sea-level rise. Using a jigsaw activity, you'll share your findings and begin to explore patterns and similarities between these phenomena. With your graphic organizers, you'll summarize the damaging impacts and shared factors among these events.","Bienvenidos a una nueva unidad en la que trabajarán en el desafío de crear soluciones para mitigar y adaptarse a las inundaciones. Comenzaremos con un video sobre el huracán Katrina, y se sumergirán en conjuntos de datos que revelan los factores que contribuyen a las inundaciones, como la precipitación, la marejada ciclónica y el aumento del nivel del mar. Utilizando una actividad de rompecabezas, compartirán sus hallazgos y comenzarán a explorar patrones y similitudes entre estos fenómenos. Con sus organizadores gráficos, resumirán los impactos dañinos y los factores compartidos entre estos eventos."
7,5,2,States of Water,Estados del Agua,"Having seen the consequences of an increase in precipitation and other water-related phenomena, students turn to forecasting and preventing these impacts. Through an online simulation, they see how changes in thermal energy produce changes in the physical state of water, driving the processes that cause flooding. Students create concept maps or models that describe changes of state when thermal energy is added or removed from water. Using different scenarios, students revise their models. A final quiz covers the concepts from this chapter.","After examining the consequences of increased precipitation and other water-related phenomena, we'll shift our focus to forecasting and preventing these impacts. You'll use an online simulation to understand how changes in thermal energy influence the state of water, contributing to the processes that cause flooding. Creating concept maps or models, you'll depict changes of state when thermal energy is added or removed from water. By applying different scenarios, you'll revise your models, providing a solid foundation for our work on the unit challenge.","Después de examinar las consecuencias del aumento de la precipitación y otros fenómenos relacionados con el agua, cambiaremos nuestro enfoque hacia la predicción y prevención de estos impactos. Utilizarán una simulación en línea para comprender cómo los cambios en la energía térmica influyen en el estado del agua, contribuyendo a los procesos que causan inundaciones. Creando mapas conceptuales o modelos, representarán los cambios de estado cuando se agrega o se elimina energía térmica del agua. Al aplicar diferentes escenarios, revisarán sus modelos, lo que proporcionará una base sólida para nuestro trabajo en el desafío de la unidad."
7,5,3,Temperature and Flooding,Temperatura e Inundaciones,"Students expand their concept models to represent the connection between global temperature increases and flooding, exploring the phenomenon of sea level rise due to thermal expansion. They graph their data and compare it to data collected by scientists. Students then find ways to describe to friends or family members the effects of sea-level rise due to thermal expansion, and to explain why people should be concerned that it is happening. The significance of storm surges as a contributor to flooding in coastal areas is discovered.","In this chapter, we'll broaden our concept models to show the connection between global temperature increases and flooding. We'll delve into sea-level rise due to thermal expansion, and you'll graph data, comparing it with real-world scientific data. Furthermore, we'll discuss the significance of storm surges in contributing to coastal flooding. Your task will be to convey to friends or family members why we should be concerned about thermal expansion and sea-level rise&mdash;crucial concepts in preparing for our unit challenge.","En este capítulo, ampliaremos nuestros modelos conceptuales para mostrar la conexión entre el aumento de la temperatura global y las inundaciones. Profundizaremos en el aumento del nivel del mar debido a la expansión térmica, y graficarán datos comparándolos con datos científicos del mundo real. Además, discutiremos la importancia de las marejadas ciclónicas en la contribución a las inundaciones costeras. Su tarea será transmitir a amigos o familiares por qué deberíamos preocuparnos por la expansión térmica y el aumento del nivel del mar, conceptos cruciales para prepararnos para el desafío de la unidad."
7,5,4,Flooding Effects,Efectos de las Inundaciones,"Students participate in Unit Concept Checkpoint #1. Health effects of climate change are studied focusing on the impact of increased precipitation on reservoirs. Students identify mitigation strategies and predict events in their own communities. Water filters are designed, and the infrastructures of two cities are compared. In a simulated press conference, students state concerns about severe weather conditions. Physical models of riverbeds help students gain an understanding of how flooding affects communities. Floating gardens are planned as a food source after a flood.","In this chapter, we'll explore the impact of flooding on food supply and clean water. By designing water filters and comparing city infrastructures, you'll gain practical insights into strategies for maintaining and protecting access to clean water. You'll experience a simulated press conference, voicing concerns about severe weather conditions, and construct physical models of riverbeds to understand how flooding affects communities. As an innovative solution, you'll plan floating gardens as a food source after a flood&mdash;a concrete step towards preparing for your unit challenge.","En este capítulo, exploraremos el impacto de las inundaciones en el suministro de alimentos y agua potable. Diseñando filtros de agua y comparando infraestructuras de la ciudad, obtendrán ideas prácticas sobre estrategias para mantener y proteger el acceso al agua limpia. Vivirán una conferencia de prensa simulada, expresando preocupaciones sobre las condiciones climáticas extremas, y construirán modelos físicos de lechos de ríos para comprender cómo las inundaciones afectan a las comunidades. Como una solución innovadora, planificarán jardines flotantes como fuente de alimento después de una inundación, un paso concreto hacia la preparación para su desafío de unidad."
7,5,5,Reducing the Risk of Flooding,Reduciendo el Riesgo de Inundaciones,"The distinction between climate change adaptation and mitigation is made. Students graph data projecting rising sea levels to evaluate various adaptation strategies. Students assume the role of a state official keeping Louisiana safe in the event of a rise in sea level. New Orleans is presented as a case study, and student pairs receive information cards to explore adaptation strategies best suited to New Orleans.","In this short chapter, you'll explore the distinction between climate change adaptation and mitigation, and then you'll graph data projecting rising sea levels and evaluate various adaptation strategies. Taking on the role of a state official, you'll strategize keeping Louisiana safe amidst potential sea-level rise, using New Orleans as a case study. These experiences will provide a unique perspective on creating adaptive strategies, furthering your progress towards preparing for the unit challenge.","En este breve capítulo, explorarán la distinción entre adaptación y mitigación del cambio climático, y luego graficarán datos proyectando el aumento del nivel del mar y evaluarán varias estrategias de adaptación. Tomando el papel de un funcionario estatal, diseñarán estrategias para mantener a Louisiana a salvo frente al potencial aumento del nivel del mar, utilizando Nueva Orleans como estudio de caso. Estas experiencias proporcionarán una perspectiva única sobre la creación de estrategias adaptativas, avanzando en su progreso hacia la preparación para el desafío de la unidad."
7,5,6,Extreme Flood Challenge,Desafío de Inundaciones Extremas,"During a multi-day simulation, students engage in designing flood-resilient cities and responding to disasters. They assume roles representing different sectors and interpret data to become familiar with their fictional city. Working in sector groups, students select resources to mitigate the forecasted hazards before a severe storm strikes. Following the simulation, they reflect on their preparation and response. The unit concludes with an assessment, and discussion on global warming and flood risk.","We're reaching the end of the unit and it's time for the challenge - a multi-day simulation where you'll design flood-resilient cities and respond to disasters. By assuming roles in different sectors, you'll interpret data and familiarize yourself with your fictional city. You'll strategize and select resources to mitigate forecasted hazards before a severe storm hits. Reflecting on your preparations and responses after the simulation will give you critical insights for your final unit challenge. We'll conclude the unit with a discussion on global warming and flood risk, cementing your understanding before you finalize your flood mitigation and adaptation solutions.","Estamos llegando al final de la unidad y es hora del desafío: una simulación de varios días en la que diseñarán ciudades resistentes a las inundaciones y responderán a desastres. Asumiendo roles en diferentes sectores, interpretarán datos y se familiarizarán con su ciudad ficticia. Estrategizarán y seleccionarán recursos para mitigar los peligros pronosticados antes de que llegue una tormenta severa. Reflexionar sobre sus preparativos y respuestas después de la simulación les dará ideas críticas para su desafío final de la unidad. Concluiremos la unidad con una discusión sobre el calentamiento global y el riesgo de inundaciones, afianzando su comprensión antes de finalizar sus soluciones de mitigación y adaptación a las inundaciones."
7,6,1,Protecting Ecosystems,Protegiendo Ecosistemas,"This unit begins with a pre-asessment and an introduction to the unit challenge of protecting healthy ecosystems. Students begin an Ecosystem Notebook by designing a cover. They watch a video showing a way of life that is interconnected with healthy ecosystems. Then, students trace the trade routes of indigenous groups in California noting resources that were imported from other ecosystems. They consider criteria for selecting their ecosystem study location, then look at a scientific abstract focusing on the neurological benefits of being in nature. Finally, they practice observation skills in preparation for visiting the ecosystem study locations.","This chapter starts with the unit challenge - protecting healthy ecosystems. You'll start your Ecosystem Notebook and watch a video that portrays a lifestyle deeply connected with healthy ecosystems. You'll also trace the trade routes of indigenous groups in California, noting resources imported from different ecosystems, and contemplate the criteria for choosing your ecosystem study location. The chapter concludes with a focus on the neurological benefits of being in nature.","Este capítulo comienza con el desafío de la unidad: proteger ecosistemas saludables. Comenzarán su Cuaderno de Ecosistemas y verán un video que retrata un estilo de vida profundamente conectado con ecosistemas saludables. También rastrearán las rutas comerciales de los grupos indígenas en California, notando los recursos importados de diferentes ecosistemas, y contemplarán los criterios para elegir la ubicación de su estudio de ecosistemas. El capítulo concluye con un enfoque en los beneficios neurológicos de estar en la naturaleza."
7,6,2,Resource Availability,Disponibilidad de Recursos,"Students are introduced to the components of an ecosystem. They identify and classify the components and identify interactions, relationships, and shared processes. Students consider how resource availability changes with the seasons, graphing data to analyze this. They recognize that the seasonal availability of resources affects populations throughout the year. Finally, students share reflections on their ecosystem study locations, and complete Unit Concept Checkpoint #1. ","In this chapter, you'll sharpen your observation skills in preparation for gathering data at your ecosystem study location. You'll dive into understanding the components of an ecosystem, their interactions, relationships, and shared processes. As you graph data to analyze seasonal changes in resource availability, you'll realize how these changes affect populations throughout the year. By reflecting on your ecosystem study locations, you'll be taking a critical step towards understanding and protecting the health of your selected ecosystem.","En este capítulo, afinarán sus habilidades de observación en preparación para recopilar datos en su ubicación de estudio de ecosistemas. Profundizarán en la comprensión de los componentes de un ecosistema, sus interacciones, relaciones y procesos compartidos. Al graficar datos para analizar los cambios estacionales en la disponibilidad de recursos, se darán cuenta de cómo estos cambios afectan a las poblaciones durante todo el año. Al reflexionar sobre sus ubicaciones de estudio de ecosistemas, estarán dando un paso crítico hacia la comprensión y protección de la salud de su ecosistema seleccionado."
7,6,3,Geoscience Processes,Procesos Geocientíficos,"Studnets investigate plate tectonics and other Earth processes and learn how the Santa Monica Mountains were formed. Students discover why the highest peak in the Santa Monica Mountains was misnamed, and how microscopic Earth processes change the Earth&rsquo;s surface. Students then predict rapid changes in the landscape and study images to arrive at an explanation of the Earth processes that have changed the Earth&rsquo;s surface in the past. This chapter concludes with Unit Concept Checkpoint #2.","In this chapter, you&rsquo;ll explore how Earth processes, such as plate tectonics, affect ecosystems, as seen in the Santa Monica Mountains. You'll investigate why the highest peak in these mountains was misnamed and how small Earth processes can bring about significant changes to the Earth's surface. By predicting rapid landscape changes and analyzing images, you'll develop an understanding of how Earth processes shape our world.","En este capítulo, explorarán cómo los procesos terrestres, como la tectónica de placas, afectan los ecosistemas, como se ve en las montañas de Santa Mónica. Investigarán por qué se malnombró el pico más alto de estas montañas y cómo los pequeños procesos terrestres pueden provocar cambios significativos en la superficie de la Tierra. Al predecir cambios rápidos en el paisaje y analizar imágenes, desarrollarán una comprensión de cómo los procesos terrestres dan forma a nuestro mundo."
7,6,4,Ecosystem Interactions,Interacciones de los Ecosistemas,"Students are introduced to the practice of primary research, focusing on observing interactions between different organisms. They ask scientific questions, review ecological concepts, and, in a simulation, take on the roles of organisms within a healthy ecosystem. Students prepare for data collection at their ecosystem study locations by refining their scientific questions. They make visual represntations of data using data tables and line graphs. Lastly, students analyze their graphs, drawing inferences based on their data, their field observations, and their understanding of ecosystem dynamics.","This chapter gets us ready to do some primary research. You'll focus on observing interactions between different organisms and generating scientific questions. Through a simulation, you'll experience the roles of organisms within a healthy ecosystem. As you prepare for data collection at your ecosystem study locations and create visual representations of your data, you'll be well-equipped to analyze your graphs and develop conclusions based on your observations and understanding of ecosystem dynamics.","Este capítulo nos prepara para hacer investigación primaria. Se centrarán en observar las interacciones entre diferentes organismos y generar preguntas científicas. A través de una simulación, experimentarán los roles de los organismos dentro de un ecosistema saludable. Al prepararse para la recolección de datos en sus ubicaciones de estudio de ecosistemas y crear representaciones visuales de sus datos, estarán bien equipados para analizar sus gráficos y desarrollar conclusiones basadas en sus observaciones y comprensión de la dinámica del ecosistema."
7,6,5,Ecosystems and Climate Change,Ecosistemas y Cambio Climático,"The chapter begins with a data and research review on the impacts of climate change in ecosystems, helping students predict changes that may occur in their ecosystem study locations due to climate change. Students thus make connections between unit content and ecosystem study locations. The concept of introspection in scientific work is introduced when students conduct interviews with one another about their field research. The interviews also provide supporting material for the culminating experience.","In this chapter, you'll review data and research on climate change impacts in ecosystems. This will help you predict potential changes in your ecosystem study location due to climate change. Furthermore, you'll engage in interviews with your peers about field research, providing supporting material for the unit's culminating experience.","En este capítulo, revisarán datos e investigaciones sobre los impactos del cambio climático en los ecosistemas. Esto les ayudará a predecir posibles cambios en su ubicación de estudio de ecosistemas debido al cambio climático. Además, participarán en entrevistas con sus compañeros sobre la investigación de campo, proporcionando material de apoyo para la experiencia culminante de la unidad."
7,6,6,Protecting Healthy Ecosystems,Protegiendo Ecosistemas Saludables,"To address the unit challenge, students write letters of thanks and support, with related documentation, to the owners or managers of their ecosystem study location areas. The format and purpose of a formal letter is reviewed, and students gather information to support the content of their letters. Letters are critiqued by peers before the final copies are completed. Students are encouraged to mail their letters to the relevant organization in order to help develop an awareness of being active citizens. A post-assessment and reflection conclude the unit.","In this final chapter, you'll now tackle the unit challenge. You are going to use the data you collected to help you write letters of appreciation and support to the caretakers of your ecosystem study locations. After reviewing the format and purpose of a formal letter, you'll gather relevant information and receive peer feedback before finalizing your letter. The goal is to mail these letters so that your message gets shared with others who have an interest in protecting these ecosystems.","En este capítulo final, abordarán el desafío de la unidad. Utilizarán los datos que recolectaron para ayudarles a escribir cartas de agradecimiento y apoyo a los cuidadores de sus ubicaciones de estudio de ecosistemas. Después de revisar el formato y el propósito de una carta formal, recopilarán información relevante y recibirán comentarios de sus compañeros antes de finalizar su carta. El objetivo es enviar estas cartas para que su mensaje sea compartido con otros que tengan interés en proteger estos ecosistemas."
